,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
45677560543,,,麒麟710F,,,2个,3400mAh（典型值） 3320mAh（最小值）,华为（HUAWEI）,Micro USB,70+,,荣耀20i,4月,1399.00,后置三摄,,2340×1080,IPS,6.21英寸,164,2019年
45529276112,,,其他,,,2个,以官网信息为准,,Type-C,300+,,以官网信息为准,4月,1399.80,后置三摄,,697416,IPS,6.21英寸,以官网信息为准,2019年
38247599567,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,200+,,Mate 20 Pro,10月,3289.00,后置三摄,,729589,OLED,6.39 英寸,约189克（含电池）,2018年
39394290929,,,其他,4GB,64GB,2个,4000（典型值）,华为（HUAWEI）,Micro USB,700+,,FLA-AL20/FLA-AL10,4月,999.00,,,596120,IPS,,170,2018年
48758088584,,,骁龙855,,,2个,4000mAh(typ),小米（MI）,Type-C,100+,,以官网信息为准,6月,2608.00,后置三摄,,697416,AMOLED,6.39英寸,约191g,2019年
33278533282,,,骁龙660（MSM8976Plus）,6GB,64GB,2个,3350,,Type-C,1200+,,小米8青春版,9月,1068.00,,,683880,其他,6.26英寸,169,2018年
39872565934,八核,4×Cortex A53 1.8GHz,其他,其他,其他,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,2200+,2500万像素,nova4 手机,12月,2699.00,3个,双1200万像素+500万像素,1920×1152,TFT,6.4英寸,172,2018年
45592512662,,,其他,6GB,64GB,2个,3400mAh（典型值） 3320mAh（最小值）,华为（HUAWEI）,Micro USB,100+,,荣耀20i,4月,1399.00,,,754689,其他,6.21英寸,约164克（含电池）,2019年
26717451321,,,其他,4GB,128GB,2个,4000（典型值）,华为（HUAWEI）,Micro USB,300+,,其他,以官网信息为准,1168.00,,,596120,其他,,170,2018年
46089089241,,,其他,,,2个,4020mAh（TYP）3910mAh（MIN）,OPPO,Micro USB,1700+,,A9,5月,1699.00,后置双摄,,1080*2340,TFT,6.53英寸,190g,2019年
45599665996,八核,其他,其他,其他,其他,2个,其他,华为（HUAWEI）,其他,1000+,3200万像素, 荣耀20i,4月,1399.50,3个,2400万+800万+200万像素,2340*1080,IPS,6.21英寸,约164克（含电池）,2019年
23707741437,,,,6GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,1700+,,Mate9 Pro,12月,2685.00,,,683865,AMOLED,5.5英寸,约169g,2016年
5534017,其他,其他,其他,其他,其他,2个,1400,,Micro USB,9000+,无,E132X,以官网信息为准,149.00,1个,30万像素,240*320,其他,2.4英寸,240,2016年
37030690208,八核,以官网信息为准,麒麟980,8GB,512GB,2个,4200（典型值）,,Type-C,200+,2400万像素,HUAWEI Mate 20 RS 保时捷设计,11月,12999.00,3个,4000万+2000万+800万像素,3120x1440,OLED,6.39 英寸,187,2018年
29228450637,,,Helio P22,,,2个,2900mAh（min）,小米（MI）,Micro USB,3800+,,红米6,6月,628.00,后置双摄,,1440*720,其他,5.45英寸,146,2018年
48940510985,,,麒麟710,6GB,128GB,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,100+,800万像素,麦芒8,6月,1899.80,,2400万+1600万+200万像素,2340×1080,TFT LCD（IPS）,6.21英寸,约160,2019年
45191822228,八核,以官网信息为准,其他,3GB,64GB,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,100+,800万像素,畅享9e,3月,799.00,,1300万像素,1560*720,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
26649956057,八核,0,其他,6GB,128GB,2个,0,华为（HUAWEI）,Type-C,2000+,2400万像素,P20 Pro,4月,3428.00,3个,800万像素,2240*1080,OLED,6.1英寸,约180g（含电池）,2018年
23928557015,其他,0,--,其他,其他,2个,1800,飞利浦（Philips）,Micro USB,1.2万+,无,E212A,1月,288.00,1个,30万像素,240*320,TFT,2.8英寸,135,2018年
41880148841,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,300+,,以官网信息为准,10月,4499.00,后置三摄,,729589,OLED,6.39英寸,约189克（含电池）,2018年
42686330444,其他,·,Kirin 970,其他,其他,2个,·3750,华为（HUAWEI）,Type-C,700+,2500万像素,·nova4,12月,2399.00,3个,2x1200万像素+500万像素（2400万感光单元）,1920×1152,TFT,6.4英寸,·172,2018年
46224606623,八核,以官网信息为准,骁龙632,4GB,64GB,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Micro USB,200+,800万像素,红米7,3月,1299.00,2个,1200万+200万像素,1520x720,其他,6.26英寸,180,2019年
29710811196,八核,以官网信息为准,其他,6GB,128GB,2个,3400mAh（typ）/3300mAh（min）,小米（MI）,Type-C,2700+,2000万像素,小米8,5月,1928.00,2个,双1200万像素,其他,其他,6.21英寸,175,2018年
40352502084,,,麒麟980,,,2个,4000mAh（典型值） 3900mAh（最小值）,,Type-C,1000+,,以官网信息为准,12月,2899.00,后置双摄,,2310*1080,其他,6.4英寸,以官网信息为准,2018年
31344523290,,,其他,,,2个,4000（典型值）,华为（HUAWEI）,Micro USB,400+,,FLA-AL20,4月,1099.00,后置双摄,,596120,TFT,5.9英寸,170,2018年
48236139552,八核,2×Cortex-A76 Based 2.6GHz,--,8GB,128GB,2个,3750mAh,,Type-C,100+,3200万像素,荣耀,6月,2699.50,4个,4800万+1600万+200万像素,2340×1080,TFT LCD（IPS）,6.26英寸,约174g,2019年
46556162865,,,麒麟980,其他,其他,2个,4200mAh（典型值）,,Type-C,200+,,HUAWEI P30 Pro,4月,5488.00,,,754689,OLED,6.47英寸,192,2019年
31339605481,八核,-,骁龙845（SDM845）,其他,其他,2个,3010（典型值）,魅族（MEIZU）,Type-C,2900+,2000万像素,魅族 16th,8月,1948.00,2个,2000+1200万像素,2160*1080,其他,6.0英寸,152,2018年
28398202460,,,其他,,,2个,3200,华为（HUAWEI）,Type-C,1000+,,华为P10,3月,1599.00,后置双摄,,683870,TFT,5.1英寸,145g,2017年
45629976007,其他,以官网信息为准,其他,其他,其他,其他,4200mAh（典型值）,,其他,90+,其他,Mate 20 Pro （UD）,10月,5499.00,,4000+2000+800万像素,3120x1440,OLED,6.39 英寸,约189克（含电池）,2018年
34674797919,,,麒麟980,,,2个,4000,,Type-C,300+,,mate20,10月,3999.00,后置三摄,,596120,其他,6.53英寸,-,2018年
5980401,单核,无,MT6261D,其他,其他,2个,5200,,Micro USB,13万+,无,F888,10月,178.00,1个,30万像素,240*320,TFT,2.4英寸,198,2017年
19580485044,其他,0,其他,其他,其他,2个,1450,飞利浦（Philips）,Micro USB,3.1万+,无,E183A,11月,149.00,1个,8万像素,240*320,TFT,2.4英寸,105,2017年
49409355176,,,其他,2GB,16GB,其他,-,,,2700+,,-荣耀畅玩7,5月,468.00,,,其他,其他,,-,2018年
30794081171,单核,以官网信息为准,其他,其他,其他,其他,800,诺基亚（NOKIA）,Micro USB,4300+,无,诺基亚105,8月,149.00,无,无,其他,其他,1.8英寸,73,2017年
43237843039,,,其他,,,2个,3020mAh（典型值）,,Micro USB,900+,,华为畅享 9e,3月,999.00,,,748370,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
46567102201,,,麒麟980,,,2个,3650mAh,华为（HUAWEI）,Type-C,100+,,HUAWEI P30,4月,4188.00,后置三摄,,754689,OLED,6.1英寸,165g,2019年
41844596594,,,其他,2GB,32GB,2个,3020以官网信息为准,华为（HUAWEI）,Micro USB,500+,,畅享8e 青春,6月,620.00,,,655599,其他,5.45英寸,142以官网信息为准,2018年
27073225568,八核,4*1.4GHz+4*1.1GHz,骁龙430（MSM8937）,2GB,32GB,2个,3000mAh（典型容量）,华为（HUAWEI）,Micro USB,2700+,800万像素,畅玩7A,以官网信息为准,659.00,1个,1300万像素,1440*720,IPS,5.7英寸,150,2018年
27397698238,八核 + 微智核i7,以官网信息为准,Kirin 970,6GB,128GB,2个,3400mAh（典型值）,,Type-C,2700+,2400万像素,以官网信息为准,4月,1899.00,2个,1600万像素,2280x1080,其他,5.84英寸,约153克（含电池）（典型值）,2018年
44220292457,,,骁龙710,,,2个,3765mAh（典型值）,OPPO,Type-C,1100+,,Reno,4月,2599.00,,,697416,AMOLED,6.4英寸,185,2019年
42305023571,,,骁龙855,,,2个,3100mAh（典型值）,,Type-C,100+,,SM-G9708,2月,4299.00,后置双摄,,683880,其他,5.8英寸,150（以官网信息为准）,2019年
34677015392,,,麒麟980,,,2个,5000mAh（典型值）,华为（HUAWEI）,Type-C,200+,2400万像素,Mate 20 X,10月,4599.00,后置三摄,4000万+2000万+800万像素,2244*1080,其他,7.2英寸,约232克（含电池）,2018年
26655341586,八核,其他,Kirin 970,其他,其他,2个,4000mAh(典型值）,华为（HUAWEI）,Type-C,2700+,2400万像素,p20pro,4月,3488.00,3个,4000+2000+800万像素,其他,OLED,6.1英寸,约180g(含电池),2018年
28420809397,八核,4*2.36GHz+4*1.7GHz,--,4GB,64GB,2个,3000mAh（典型值）,,其他,2700+,1600万像素,9i,6月,1078.00,2个,1300+200万像素,2280x1080,其他,5.84英寸,约152 g(含电池),2018年
49844383614,,,麒麟710,6GB,128GB,2个,3400(典型值),WE,Micro USB,90+,,麦芒 8,6月,1899.00,,,2340*1080,TFT LCD（IPS）,6.21英寸,约160g；备注：实际重量依配置、制造工艺、测量方,2019年
37053340015,,,骁龙636,4GB,128GB,2个,5000mAh（典型值） 4900mAh（最小值）,华为（HUAWEI）,Micro USB,300+,800万像素,荣耀8X Max,9月,1499.00,,1600万+200万像素,其他,IPS,,约210克,2018年
32518797385,,,麒麟710,,,2个,3750mAh（典型值）,,Micro USB,100+,,荣耀8X,9月,1488.00,后置单摄,,697416,IPS,6.5英寸,约175克,2018年
6084863,其他,其他,其他,其他,其他,2个,1400,飞利浦（Philips）,其他,3万+,无,E160,以官网信息为准,158.00,1个,30万像素,240*320,TFT,2.4英寸,92,2016年
16497862774,八核,0,骁龙435（MSM8940）,4GB,64GB,2个,0,华为（HUAWEI）,Micro USB,1100+,800万像素,畅享7 plus,4月,1088.00,1个,1200万像素,1080×720,IPS,5.5英寸,约165g（含电池）,2017年
44530746140,八核,以官网信息为准,麒麟710,其他,其他,2个,3400（典型值）,,Micro USB,10+,800万像素,华为畅享 9S,3月,1299.00,3个,2400万+1600万+200万像素,2340×1080,TFT LCD（IPS）,6.21英寸,约160g,2019年
41441503028,八核,以官网信息为准,骁龙660（MSM8976Plus）,4GB,128GB,2个,5000,华为（HUAWEI）,Micro USB,200+,800万像素,畅享 MAX,10月,1899.00,2个,1600+200万像素,2244*1080,TFT,其他,8.48,2018年
44137483852,,,其他,,,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,200+,,华为畅享9e,3月,899.00,后置单摄,,748370,其他,6.088英寸,约150克（含电池）,2019年
47195671013,,,其他,6GB,128GB,2个,4000,,Type-C,800+,,Mate 10,10月,2999.00,,,683865,TFT,5.9英寸,约186g（含电池）,2017年
50330038502,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,100+,,nova 5 Pro,6月,2999.00,后置四摄,,754689,OLED,6.39英寸,约171克（含电池）,2019年
45494513325,,,麒麟980,,,2个,3650mAh（典型值）,华为（HUAWEI）,Type-C,2000+,,P30,4月,4288.00,后置三摄,,754689,OLED,6.1英寸,165,2019年
48278586549,,,其他,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,300+,,荣耀20,5月,2999.00,后置四摄,,754689,TFT LCD（IPS）,6.26英寸,约174g（以官网信息为准）,2019年
46551656867,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,200+,,HUAWEI P30 Pro,4月,5488.00,后置四摄,,754689,OLED,6.47英寸,约192克（含电池）,2019年
6380419,单核,260,其他,其他,其他,2个,4000,天语（K-Touch）,Micro USB,5.6万+,无,Q31,以官网信息为准,138.00,1个,8万像素,240*320,TFT,2.4英寸,195,2018年
19666641973,其他,以官网信息为准,其他,其他,64GB,1个,以官网信息为准,苹果（Apple）,其他,3000+,700万像素,iphoneX,11月,6128.00,2个,双1200万像素,2436×1125,其他,其他,174,2017年
32970590183,,,其他,,,其他,以官网信息为准,,Lightning（iPhone）,2400+,,以官网信息为准,以官网信息为准,5398.00,后置单摄,,1792*828,其他,6.1英寸,以官网信息为准,2018年
43613856176,,,骁龙675,6GB,128GB,2个,3900-4000以官网信息为准 ,小米（MI）,Type-C,1400+,,红米Note7 Pro,3月,1408.00,,,697416,其他,6.3英寸,186 以官网信息为准,2019年
44402685133,八核,4×Cortex A53 2.3GHz+4×Cor,其他,其他,其他,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,700+,800万像素,畅享9e,3月,768.00,1个,1300万像素,1560*720,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
34600604836,,,骁龙660（MSM8976Plus）,,,2个,3600mAh（典型值）,OPPO,Micro USB,5600+,,OPPO R15x,11月,1699.00,后置双摄,,697416,OLED,6.4英寸,156g,2018年
32506333997,其他,0,其他,其他,其他,其他,以官网信息为准,Apple,其他,8400+,700万像素,iPhone XS Max,以官网信息为准,7626.00,2个,双1200万像素,2688*1242,OLED,6.5英寸,0,2018年
28413817705,八核,以官方信息为准,骁龙660（AIE）,6GB,64GB,2个,3010mAh（typ）,,其他,9200+,2000万像素,小米6x,4月,929.00,2个,2000+1200万像素,2160*1080,其他,5.99英寸,168,2018年
33725617047,,,,,,,,,,6300+,,,,6528.00,,,,,,,
6099496,其他,其他,其他,其他,其他,2个,1800,飞利浦（Philips）,Micro USB,4.1万+,无,E212A,12月,288.00,1个,8万像素,240*320,TFT,2.8英寸,135,2017年
100004739684,八核,4xA73大核（1.95GHz）+ 4x A53（1.8GHz）小核 共八核,骁龙660（AIE）,6GB,64GB,2个,3500,诺基亚（NOKIA）,Type-C,1.8万+,1600万像素,Nokia X71,3月,1999.00,3个,4800万+800万+500万像素,2310*1080,TFT LCD（IPS）,6.39 英寸,180,2019年
39874754208,,,其他,,,2个,3750,,Type-C,2100+,,nova4,12月,2799.00,后置三摄,,596101,TFT,6.4英寸,172,2018年
34814213360,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,4800+,,Mate 20 Pro,10月,5099.00,后置三摄,,729589,OLED,6.39 英寸,约189克（含电池）,2018年
47767508311,,,骁龙855,,,2个,4000mAh（typ）/3900mAh（min）,小米（MI）,Type-C,600+,,Redmi K20pro,5月,2799.10,,,754689,AMOLED,6.39 英寸,191,2019年
50155164317,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,200+,,nova5pro,6月,2999.00,后置四摄,,754689,OLED,6.39英寸,约171克（含电池）,2019年
44159189546,,,其他,,,2个,3680mAh （额定值）：3765mAh（典型值,OPPO,Type-C,4300+,,Reno,4月,2599.00,后置双摄,,2340x1080,AMOLED,6.4英寸,约185g,2019年
43884665003,,,骁龙855,,,2个,以官网信息为准,,Type-C,2800+,,以官网信息为准,2月,2899.00,后置三摄,,697416,AMOLED,6.39英寸,以官网信息为准,2019年
32895783595,其他,以官网信息为准,其他,其他,64GB,2个,以官网信息为准,苹果（Apple）,Lightning（iPhone）,2200+,700万像素,iPhone XR,10月,5036.00,1个,1200万像素,1792*828,LCD,6.1英寸,194,2018年
41084018484,其他,--,骁龙450,4GB,64GB,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,1300+,800万像素,畅享9,12月,948.00,2个,1300+200万像素,1520x720,TFT,6.26英寸,168（以实际为准）,2018年
34638250279,,,其他,其他,其他,2个,其他,华为（HUAWEI）,,3500+,,mate20,10月,3699.00,,,596120,其他,6.53英寸,其他,2018年
50636223699,,,麒麟710,,,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,200+,,华为nova5i,6月,2199.00,后置四摄,,737156,LTPS,6.4英寸,178,2019年
32974100440,,,其他,,,2个,以官网信息为准,苹果（Apple）,Lightning（iPhone）,2000+,,iPhone XS Max,9月,10366.00,后置双摄,,596120,OLED,6.5英寸,208,2018年
50892583438,,,其他,,,2个,4000mAh（典型值）,,Type-C,200+,,nova 5i,6月,2199.00,后置四摄,,737156,LTPS,6.4英寸,178,2019年
27390366924,八核,以官方信息为准,麒麟980,8GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,2700+,1600万+200万像素,荣耀magic2,10月,2548.00,3个,2400万+1600万像素,2340*1080,AMOLED,6.39 英寸,约206克(含电池),2018年
47688874442,,,其他,,,2个,3950mAh （额定值）4035mAh（典型值）,OPPO,Type-C,4300+,,Reno Z,6月,2299.00,后置双摄,,697416,AMOLED,6.4英寸,约186g,2019年
40584782948,,,其他,其他,64GB,2个,以官网信息为准,Apple,Lightning（iPhone）,3100+,,iPhoneXR,10月,5299.00,,,726002,LCD,6.1英寸,194以官网信息为准,2018年
45570223682,,,其他,,,2个,3020mAh（典型值）,华为（HUAWEI）,Micro USB,700+,,华为畅享 9e,3月,999.00,后置单摄,,748370,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
50638673523,,,其他,,,其他,4000mAh（典型值）,华为（HUAWEI）,Type-C,100+,,nova5i,以官网信息为准,2199.10,后置四摄,,737156,其他,6.4英寸,其他,2019年
6305258,单核,0.26GHz,其他,其他,其他,2个,1400,飞利浦（Philips）,Micro USB,23万+,其他,E171L,1月,198.00,1个,30万像素,240*320,TFT,2.4英寸,111.5,2018年
46554056191,,,麒麟980,,,2个,3650mAh（典型值）电池额定容量3550mAh,华为（HUAWEI）,Type-C,300+,,HUAWEI P30,4月,4288.00,后置三摄,,697416,OLED,6.1英寸,165,2019年
39874486082,八核,-,麒麟710,6GB,128GB,2个,4000mAh(典型值）,华为（HUAWEI）,其他,600+,1600万+200万像素,-,10月,1538.00,2个,1300万+200万像素,2340*1080,其他,6.5英寸,约173g(含电池),2018年
45185781314,八核,以官网信息为准,Helio P35,6GB,128GB,2个,3000mAh（typ）/2900mAh（min）,小米（MI）,Micro USB,1000+,800万像素,小米Play,12月,1058.00,2个,1200万+200万像素,2280x1080,其他,5.84英寸,约150,2018年
44037826021,,,骁龙632,,,2个,4000（typ）*/ 3900（min）,小米（MI）,Micro USB,2500+,,红米7,3月,878.00,后置双摄,,699383,其他,6.26英寸,180,2019年
35501118481,四核,4*1.5GHz,--,2GB,16GB,2个,3020,华为（HUAWEI）,Micro USB,2600+,500万像素,荣耀畅玩7,5月,499.00,1个,1300万像素,1440*720,IPS,5.45英寸,约142(含电池),2018年
40854489481,,,其他,3GB,32GB,2个,3020mAh（典型值）,,Micro USB,2000+,,其他,1月,645.00,,,596120,其他,,约150克（含电池）,2019年
32944874905,其他,以官网信息为准,其他,其他,64GB,2个,以官网信息为准,,Lightning（iPhone）,4300+,700万像素,iPhone XS Max,9月,7599.00,2个,双1200万像素,2688*1242,OLED,6.5英寸,208,2018年
32973217255,,,其他,,,2个,以官网信息为准 ,,Lightning（iPhone）,3000+,,iPhone XR,10月,6318.00,后置单摄,,726002,LCD,6.1英寸,194克,2018年
27398202268,八核,以官网信息为准,Kirin 970,6GB,128GB,2个,3400mAh,,Type-C,1.6万+,2400万像素,荣耀10,4月,1865.00,,2400万+1600万像素,2240*1080,IPS,5.84英寸,约153g,2018年
43361417622,,,麒麟710,,,2个,3340mAh（典型值）,,Type-C,800+,,nova 4e,3月,1999.00,后置三摄,,746545,LTPS,6.15英寸,约159克（含电池）,2019年
34871707227,八核,以官网为准,麒麟710,6GB,128GB,2个,3400mAh（典型值）,,Micro USB,3500+,2400万像素,荣耀10青春版,11月,1495.00,2个,1300万+200万像素,2340*1080,其他,6.21英寸,约162克,2018年
34304240217,,,麒麟980,6GB,128GB,2个,4000mAh（典型值）,,Type-C,1500+,,mate20,10月,3699.00,,,728961,TFT,6.53英寸,约188克（含电池）,2018年
33686785113,,,麒麟710,6GB,128GB,2个,3400,华为（HUAWEI）,,4000+,,荣耀10青春版,以官网信息为准,1488.00,,,697416,IPS,6.21英寸,约162,2018年
33723871411,,,,,,,,,,6200+,,,,5728.00,,,,,,,
35227068942,,,骁龙845（SDM845）,8GB,128GB,2个,3200mAh （typ）,小米（MI）,Type-C,1000+,,MIX3,以官网信息为准,2568.00,,,697416,AMOLED,6.39 英寸,218,2018年
45105622337,,,其他,8GB,128GB,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,400+,,p30pro,以官网信息为准,5488.00,,,697416,OLED,6.47英寸,192,2019年
40776684811,,,其他,,,其他,以官网信息为准,,其它接口,700+,,8A,1月,659.00,后置单摄,,596120,其他,其他英寸,以官网信息为准,2019年
51119907174,,,其他,,,2个,3020,,Micro USB,7000+,,荣耀畅玩7,5月,454.50,后置单摄,,655599,IPS,5.45英寸,约142g(含电池),2018年
29058692622,四核,其他,--,2GB,32GB,2个,3020mAh(典型值),华为（HUAWEI）,Micro USB,1700+,500万像素,畅享8e青春版,6月,549.00,1个,1300万像素,1440*720,TFT,5.45英寸,约142克,2018年
39574671983,,,麒麟980,,,2个,4200,华为（HUAWEI）,Type-C,2400+,,以官网为准,10月,5099.00,后置三摄,,729589,OLED,6.39 英寸,约189,2018年
34531993977,,,骁龙660（AIE）,,,2个,3600mAh（典型值）,OPPO,Micro USB,4100+,,R15x,11月,1699.00,后置双摄,,2340*1080,OLED,6.4英寸,约156,2018年
40193639524,,,Helio P35,4GB,64GB,2个,3000mAh（typ）,小米（MI）,Micro USB,800+,,小米play,12月,758.00,,,2280x1080,其他,5.84英寸,约155,2018年
27608088838,,,骁龙660（AIE）,,,2个,3010mAh,,Type-C,1600+,,6X,4月,908.00,后置双摄,,659074,其他,5.99英寸,168,2018年
